User_Id,Title,Year,Conteo
76561198007860684,Team Fortress 2,2014,1
76561198007874509,DARK SOULS™ III,2016,1
76561198007988877,Depth,2016,1
76561198007988877,The Black Death,2016,1
76561198007988877,Verdun,2016,1
76561198007988939,The Long Dark,2015,1
76561198008021472,Life is Strange - Episode 1,2015,1
76561198008026450,RAGE,2011,1
76561198008026969,Goat Simulator,2014,1
76561198008063702,Far Cry 3 - Blood Dragon,2014,1
76561198008068264,Assassin's Creed® Unity,2014,1
76561198008068264,Batman™: Arkham Knight,2016,1
76561198008068264,BioShock Infinite,2014,1
76561198008068264,Lichdom: Battlemage,2014,1
76561198008068264,Mortal Kombat X,2015,1
76561198008068264,To the Moon,2014,1
76561198008101478,Broken Sword 5 - the Serpent's Curse,2013,1
76561198008211473,EARTH DEFENSE FORCE 4.1 The Shadow of New Despair,2016,1
76561198008211473,Homeworld Remastered Collection,2015,1
76561198008211473,Reign Of Kings,2016,1
76561198008267403,Empire: Total War™,2014,1
76561198008302183,Sins of a Solar Empire®: Rebellion,2012,1
76561198008302763,Solar 2,2013,1
76561198008302763,Wolfenstein: The New Order,2015,1
76561198008352835,No Man's Sky,2016,1
76561198008392437,Total War: WARHAMMER,2016,1
76561198008426280,South Park™: The Stick of Truth™,2015,1
76561198008532637,Cities: Skylines,2015,1
76561198008551473,Fallout: New Vegas,2014,1
76561198008551473,Wolfenstein: The New Order,2015,1
76561198008721949,Spec Ops: The Line,2014,1
76561198008725628,Fistful of Frags,2015,1
76561198008727561,Counter-Strike: Global Offensive,2014,1
76561198008793871,Team Fortress 2,2015,1
76561198008825050,Assassin's Creed® Unity,2014,1
76561198008825050,Dying Light,2015,1
76561198008825050,LARA CROFT AND THE TEMPLE OF OSIRIS™,2014,1
76561198008827809,Marvel Puzzle Quest,2014,1
76561198008827809,Terraria,2013,1
76561198008895770,Banished,2014,1
76561198008895770,This War of Mine - War Child Charity DLC,2015,1
76561198008901482,Counter-Strike: Global Offensive,2014,1
76561198008967901,Epigenesis,2015,1
76561198008972209,Borderlands 2,2013,1
76561198009005804,Risk of Rain,2013,1
76561198009026821,Evolve Stage 2,2015,1
76561198009043396,Magicka,2014,1
76561198009053218,Garry's Mod,2014,1
76561198009133922,ARK: Survival Evolved,2015,1
76561198009171558,The Binding of Isaac,2014,1
76561198009239788,Sanctum,2014,1
76561198009729086,Wargame: Red Dragon,2014,1
76561198009729872,The Forest,2014,1
76561198009846599,The Forest,2014,1
76561198009855249,Team Fortress 2,2016,1
76561198009887832,Shadowrun: Hong Kong - Extended Edition,2016,1
76561198009892332,Counter-Strike: Global Offensive,2015,1
76561198009992783,True or False,2016,1
76561198010038495,Unturned,2014,1
76561198010211852,Bastion,2013,1
76561198010288624,The Forest,2014,1
76561198010288624,Undertale,2015,1
76561198010288624,Warframe,2016,1
76561198010336981,Hitman: Blood Money,2011,1
76561198010339484,Garry's Mod,2014,1
76561198010339484,Montaro,2016,1
76561198010391123,Kerbal Space Program,2014,1
76561198010391123,Life is Strange - Episode 1,2016,1
76561198010391123,The Forest,2014,1
76561198010391123,The Walking Dead: Season 2,2014,1
76561198010398875,Stranded Deep,2015,1
76561198010399847,Planet Explorers,2014,1
76561198010433036,Killer is Dead - Nightmare Edition,2014,1
76561198010443610,Half-Life 2,2011,1
76561198010443610,Portal,2011,1
76561198010443610,Skullgirls,2014,1
76561198010443610,Team Fortress 2,2011,1
76561198010465186,Command &amp; Conquer: Red Alert 3,2015,1
76561198010616979,Depth,2015,1
76561198010653835,Freddi Fish 3: The Case of the Stolen Conch Shell,2014,1
76561198010653835,"Pirates, Vikings, and Knights II",2015,1
76561198010653835,Plants vs. Zombies GOTY Edition,2016,1
76561198010653835,Rise of Nations: Extended Edition,2014,1
76561198010698336,Medieval II: Total War™,2016,1
76561198010698336,Mount &amp; Blade: Warband,2014,1
76561198010797312,Warframe,2013,1
76561198010829979,Interstellar Marines,2015,1
76561198010871424,Banished,2014,1
76561198010871424,Dead In Bermuda,2015,1
76561198010900889,Crysis,2014,1
76561198010900889,LIMBO,2014,1
76561198010900889,Mountain,2014,1
76561198010900889,Orcs Must Die! 2,2014,1
76561198011004336,Batman™: Arkham Origins,2015,1
76561198011004336,Bionic Dues,2015,1
76561198011004336,Deus Ex: Game of the Year Edition,2014,1
76561198011004336,Hitman: Absolution™,2014,1
76561198011004336,Tom Clancy's Splinter Cell Chaos Theory®,2015,1
76561198011068007,Terraria,2016,1
76561198011128888,Unturned,2016,1
76561198011136920,Broforce,2014,1
76561198011139135,DRAGON BALL XENOVERSE,2015,1
76561198011144513,Secret World Legends,2013,1
76561198011214122,Skullgirls,2015,1
76561198011218089,Magicite,2014,1
76561198011244140,METAL GEAR SOLID V: THE PHANTOM PAIN,2015,1
76561198011303167,If My Heart Had Wings,2015,1
76561198011303167,Tribes: Ascend,2015,1
76561198011307447,Company of Heroes 2,2015,1
76561198011312704,Age of Empires II HD,2014,1
76561198011372068,Borderlands 2,2013,1
76561198011372068,South Park™: The Stick of Truth™,2015,1
76561198011493875,Borderlands 2,2013,1
76561198011493875,Garry's Mod,2010,1
76561198011493875,Killing Floor,2011,1
76561198011493875,Terraria,2011,1
76561198011526765,Rust,2014,1
76561198011579146,Divinity: Original Sin (Classic),2014,1
76561198011652553,Satellite Reign,2016,1
76561198011735059,Saints Row IV,2013,1
76561198011735059,Team Fortress 2,2013,1
76561198011740444,Cities: Skylines,2016,1
76561198011740444,Wasteland 2: Director's Cut,2015,1
76561198011742990,PAYDAY™ The Heist,2014,1
76561198011766768,Blacklight: Retribution,2013,1
76561198011806334,Mortal Kombat X,2015,1
76561198011923340,Fallout 4,2015,1
76561198011923340,Grass Simulator,2016,1
76561198011923340,Grim Dawn,2015,1
76561198011923340,ORION: Prelude,2016,1
76561198011923340,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2016,1
76561198011923340,Yet Another Zombie Defense,2016,1
76561198012014419,LYNE,2014,1
76561198012040171,Napoleon: Total War™,2014,1
76561198012047608,Counter-Strike: Global Offensive,2016,1
76561198012064862,Middle-earth™: Shadow of Mordor™,2014,1
76561198012074748,Call of Juarez® Gunslinger,2014,1
76561198012110724,Fractured Soul,2015,1
76561198012189830,Stardew Valley,2016,1
76561198012189830,The Wolf Among Us,2014,1
76561198012252740,Starbound,2013,1
76561198012334657,The Witcher 2: Assassins of Kings Enhanced Edition,2014,1
76561198012397577,Banished,2014,1
76561198012397577,BioShock Infinite,2014,1
76561198012397577,The Walking Dead: Season 2,2014,1
76561198012455565,Secret Ponchos,2015,1
76561198012455565,Team Fortress 2,2010,1
76561198012514677,Garry's Mod,2015,1
76561198012546232,Road Redemption,2015,1
76561198012572074,Garry's Mod,2013,1
76561198012572074,The Old Tree,2015,1
76561198012607950,Team Fortress 2,2014,1
76561198012607950,Test Drive Unlimited 2,2014,1
76561198012607950,The Crew™,2015,1
76561198012630014,Battlefield: Bad Company™ 2,2014,1
76561198012630014,Counter-Strike: Source,2013,1
76561198012657818,FINAL FANTASY® XIII-2,2014,1
76561198012716020,DayZ,2014,1
76561198012716020,Lord of the Rings: War in the North,2013,1
76561198012716020,Sonic &amp; All-Stars Racing Transformed,2013,1
76561198012716020,The Walking Dead: Season 2,2014,1
76561198012716020,Zombie Panic! Source,2013,1
76561198012909706,Dungeonland,2013,1
76561198012943559,"Star Wars: Battlefront 2 (Classic, 2005)",2014,1
76561198012943559,Team Fortress 2,2011,1
76561198013013096,Batman: Arkham City - Game of the Year Edition,2013,1
76561198013059927,Chivalry: Medieval Warfare,2013,1
76561198013149300,Cities: Skylines,2015,1
76561198013149300,Counter-Strike: Global Offensive,2015,1
76561198013149300,Garry's Mod,2015,1
76561198013149300,Golf With Your Friends,2016,1
76561198013149300,Turbo Dismount™,2014,1
76561198013199787,Primal Carnage,2014,1
76561198013206795,Epic Battle Fantasy 4,2015,1
76561198013227556,Rust,2014,1
76561198013259049,Call of Duty®: Modern Warfare® 2,2014,1
76561198013259049,Counter-Strike: Global Offensive,2014,1
76561198013261893,Sid Meier's Civilization® V,2013,1
76561198013296434,SUPERHOT,2016,1
76561198013428024,Borderlands 2,2014,1
76561198013532168,Divinity: Original Sin (Classic),2014,1
76561198013535175,Counter-Strike: Global Offensive,2014,1
76561198013564709,Banished,2014,1
76561198013564709,DOOM,2016,1
76561198013565069,Arma 3,2015,1
76561198013565069,Fallout 4,2015,1
76561198013573604,SpeedRunners,2013,1
76561198013600577,Escape Goat,2013,1
76561198013600577,Surgeon Simulator,2013,1
76561198013600577,What's under your blanket !?,2016,1
76561198013785384,Alien Swarm,2011,1
76561198013785384,Terraria,2011,1
76561198013919045,SpeedRunners,2015,1
76561198013922033,Counter-Strike: Global Offensive,2016,1
76561198013939867,Heroes &amp; Generals,2015,1
76561198014078033,Empire: Total War™,2015,1
76561198014200832,Sid Meier's Civilization® V,2014,1
76561198014206568,FTL: Faster Than Light,2014,1
76561198014206568,Loadout,2014,1
76561198014206568,Sid Meier's Civilization® IV,2013,1
76561198014206568,XCOM: Enemy Unknown,2013,1
76561198014210785,KINGDOMS,2016,1
76561198014210785,Prime World: Defenders,2013,1
76561198014210785,Tales of Maj'Eyal,2014,1
76561198014210785,Zavix Tower,2016,1
76561198014530333,Gone Home,2013,1
76561198014530333,The Stanley Parable,2013,1
76561198014533167,DARK SOULS™ II,2014,1
76561198014533167,The Fall,2015,1
76561198014552338,Counter-Strike: Global Offensive,2015,1
76561198014552338,Team Fortress 2,2013,1
76561198014580082,Alien Swarm,2013,1
76561198014580082,Terraria,2014,1
76561198014580082,Warframe,2016,1
76561198014580082,"Warhammer® 40,000™: Dawn of War® II - Retribution - The Last Stand Necron Overlord",2016,1
76561198014676100,DARK SOULS™ II,2014,1
76561198014774264,No More Room in Hell,2015,1
76561198014841100,Alan Wake,2013,1
76561198014841100,Hitman: Absolution™,2015,1
76561198014848587,Lost Lands: Mahjong,2016,1
76561198014910012,Rust,2013,1
76561198014969917,Massive,2016,1
76561198014969917,The Binding of Isaac: Rebirth,2016,1
76561198014987915,Total War™: ROME II - Emperor Edition,2013,1
76561198015035218,PlanetSide 2,2014,1
76561198015050660,Age of Empires II HD,2014,1
76561198015050660,Grand Theft Auto: San Andreas,2014,1
76561198015083753,Arma 3,2015,1
76561198015083753,Saints Row IV,2013,1
76561198015083753,Survarium,2016,1
76561198015083753,The Forest,2015,1
76561198015157743,To the Moon,2014,1
76561198015158481,Team Fortress 2,2014,1
76561198015169206,Counter-Strike: Global Offensive,2015,1
76561198015179413,DC Universe™ Online,2014,1
76561198015240666,Counter-Strike: Source,2014,1
76561198015397224,Battlefield: Bad Company™ 2,2014,1
76561198015398411,Crashlands,2016,1
76561198015411069,Minimum,2015,1
76561198015411069,Torchlight II,2014,1
76561198015450790,Fallout 4,2015,1
76561198015450790,Heroes &amp; Generals,2014,1
76561198015450790,Insurgency,2014,1
76561198015454441,Out of Reach,2016,1
76561198015461883,Duck Game,2015,1
76561198015461883,Kerbal Space Program,2013,1
76561198015461883,Rocket League®,2015,1
76561198015461883,Spelunky,2014,1
76561198015511443,Deus Ex: The Fall,2014,1
76561198015516156,DayZ,2014,1
76561198015527964,Loadout,2014,1
76561198015620710,Magicka,2013,1
76561198015620710,The Sandbox,2014,1
76561198015620710,Undertale,2016,1
76561198015802290,Duelyst,2016,1
76561198015803033,ArcheAge,2015,1
76561198015803033,Awesomenauts - the 2D moba,2014,1
76561198015803033,Robocraft,2015,1
76561198015803033,Sid Meier's Civilization®: Beyond Earth™,2015,1
76561198015803033,Supreme Commander 2,2015,1
76561198015848819,Garry's Mod,2014,1
76561198015886143,Counter-Strike,2015,1
76561198015897106,Counter-Strike: Global Offensive,2013,1
76561198015904026,Mount Your Friends,2015,1
76561198015930046,Call of Duty®: Advanced Warfare - Gold Edition,2016,1
76561198015930046,Garry's Mod,2014,1
76561198016006736,Banished,2014,1
76561198016066771,Company of Heroes 2,2016,1
76561198016174343,Loadout,2014,1
76561198016232690,Garry's Mod,2015,1
76561198016232690,Hitman: Absolution™,2015,1
76561198016232690,Just Cause™ 3,2015,1
76561198016232690,Tom Clancy's Rainbow Six® Siege,2016,1
76561198016307048,Primal Carnage,2015,1
76561198016359317,Guardians of Orion,2016,1
76561198016359317,Robocraft,2014,1
76561198016407866,Duck Game,2015,1
76561198016444183,Call of Duty®: Black Ops,2012,1
76561198016444183,Call of Duty®: Modern Warfare® 2,2015,1
76561198016444183,Garry's Mod,2014,1
76561198016487628,Rust,2014,1
76561198016514671,Yet Another Zombie Defense,2016,1
76561198016564178,FINAL FANTASY VII,2015,1
76561198016564178,Mount Your Friends,2014,1
76561198016574636,Sins of a Solar Empire®: Rebellion,2014,1
76561198016594121,Company of Heroes 2,2014,1
76561198016597219,Loadout,2014,1
76561198016599173,Tales of Zestiria,2015,1
76561198016602703,Slime Rancher,2016,1
76561198016603441,Dungeon Defenders II,2015,1
76561198016610271,Fable Anniversary,2014,1
76561198016610271,Rocket League®,2016,1
76561198016635228,Brutal Legend,2013,1
76561198016665024,Dwarfs - F2P,2014,1
76561198016665024,RAGE,2014,1
76561198016684317,Bad Rats: the Rats' Revenge,2014,1
76561198016684317,Fallout 4,2015,1
76561198016761464,Fallout 4,2015,1
76561198016761464,Fallout 4 Vault-Tec Workshop,2016,1
76561198016761464,Goat Simulator,2016,1
76561198016761464,Guns of Icarus Online,2014,1
76561198016761464,Spec Ops: The Line,2016,1
76561198016761464,Total War: WARHAMMER,2016,1
76561198016940185,Super Hexagon,2014,1
76561198016951092,The Walking Dead,2012,1
76561198017060194,Spec Ops: The Line,2013,1
76561198017122666,Zuma's Revenge!,2016,1
76561198017154363,Hektor,2015,1
76561198017176943,Team Fortress 2,2013,1
76561198017204231,Counter-Strike: Source,2014,1
76561198017205526,DARK SOULS™ III,2016,1
76561198017205526,Sid Meier's Civilization® V,2015,1
76561198017205526,Tom Clancy's Rainbow Six® Siege,2016,1
76561198017212077,FEZ,2014,1
76561198017233887,Banished,2015,1
76561198017233887,Injustice: Gods Among Us Ultimate Edition,2014,1
76561198017275546,Grand Ages: Rome,2014,1
76561198017275546,Mount &amp; Blade: Warband,2014,1
76561198017275546,Tropico 4,2012,1
76561198017275546,Valkyria Chronicles™,2016,1
76561198017290377,Empyrion - Galactic Survival,2015,1
76561198017290377,Life is Feudal: Your Own,2014,1
76561198017341667,Chivalry: Medieval Warfare,2013,1
76561198017341667,Frozen Synapse,2011,1
76561198017341667,South Park™: The Stick of Truth™,2014,1
76561198017390058,Mass Effect 2,2014,1
76561198017390058,Tomb Raider,2014,1
76561198017427392,Rocket League®,2015,1
76561198017436335,Left 4 Dead 2,2013,1
76561198017485462,ibb &amp; obb,2014,1
76561198017650546,Dungeon Defenders II,2015,1
76561198017659661,Batman - The Telltale Series,2016,1
76561198017659661,DARK SOULS™ III,2016,1
76561198017659661,Warhammer: End Times - Vermintide,2015,1
76561198017747531,HITMAN™,2016,1
76561198017747531,HITMAN™: Episode 3 - Marrakesh,2016,1
76561198017747531,METAL GEAR SOLID V: THE PHANTOM PAIN,2015,1
76561198017754022,Life is Strange - Episode 1,2016,1
76561198017761748,Stray Cat Crossing,2015,1
76561198017796978,Victory At Sea,2015,1
76561198017841947,Pajama Sam 2: Thunder and Lightning Aren't So Frightening,2014,1
76561198017921179,Shark Attack Deathmatch 2,2015,1
76561198018026822,Supreme Commander: Forged Alliance,2014,1
76561198018059901,Call of Duty®: Modern Warfare® 2,2016,1
76561198018059901,LEGO® Marvel™ Super Heroes,2013,1
76561198018059901,Plague Inc: Evolved,2014,1
76561198018059901,PlanetSide 2,2014,1
76561198018059901,The Escapists,2015,1
76561198018100339,Rust,2015,1
76561198018107220,Team Fortress 2,2014,1
76561198018144455,PlanetSide 2,2013,1
76561198018152628,Warframe,2014,1
76561198018159202,Counter-Strike: Global Offensive,2014,1
76561198018293914,Zero Gear,2014,1
76561198018456402,Five Nights at Freddy's,2014,1
76561198018456402,Warframe,2014,1
76561198018469813,Team Fortress 2,2014,1
76561198018520620,Goat Simulator,2014,1
76561198018551219,Sid Meier's Civilization® V,2014,1
76561198018552349,Chivalry: Medieval Warfare,2014,1
76561198018552349,Dragon Age: Origins - Ultimate Edition,2014,1
76561198018560501,Empire: Total War™,2013,1
76561198018572079,No More Room in Hell,2014,1
76561198018577288,PlanetSide 2,2015,1
76561198018589800,BioShock Infinite,2015,1
76561198018589800,BioShock™,2014,1
76561198018589800,DRAGON BALL XENOVERSE,2015,1
76561198018589800,Sid Meier's Civilization® V,2014,1
76561198018589800,Sonic Generations Collection,2015,1
76561198018589800,Team Fortress 2,2012,1
76561198018596082,Total War: ATTILA,2015,1
76561198018613178,Team Fortress 2,2012,1
76561198018648501,Only If,2014,1
76561198018684159,Verdun,2015,1
76561198018687985,Half-Life 2: Deathmatch,2013,1
76561198018733084,Borderlands 2,2012,1
76561198018736748,Dirty Bomb®,2015,2
76561198018736748,Interstellar Marines,2015,2
76561198018736748,UnEpic,2013,2
76561198018739984,Killing Floor 2,2015,1
76561198018739984,Left 4 Dead 2,2013,1
76561198018739984,Terraria,2013,1
76561198018739984,Warframe,2015,1
76561198018820822,Left 4 Dead 2,2011,1
76561198018834500,RWBY: Grimm Eclipse,2015,1
76561198018851823,Team Fortress 2,2014,1
76561198018885388,Portal 2,2015,1
76561198018885388,Rocket League®,2015,1
76561198018908514,Tribes: Ascend,2012,1
76561198018912053,Dishonored,2016,1
76561198018919551,Valkyria Chronicles™,2015,1
76561198018921691,Epic Battle Fantasy 4,2014,1
76561198019066447,Counter-Strike: Global Offensive,2014,1
76561198019066447,Rocket League®,2016,1
76561198019099096,Team Fortress 2,2012,1
76561198019117351,Company of Heroes 2,2014,1
76561198019159115,Recettear: An Item Shop's Tale,2014,1
76561198019160833,Borderlands 2,2014,1
76561198019160833,PAYDAY™ The Heist,2014,1
76561198019160833,Tomb Raider,2014,1
76561198019210728,Dragon Age: Origins - Ultimate Edition,2013,1
76561198019210728,Natural Selection 2,2013,1
76561198019210728,Risk of Rain,2014,1
76561198019266968,Saints Row: The Third,2015,1
76561198019293015,Aliens vs. Predator™,2012,1
76561198019293015,Rust,2014,1
76561198019293015,Section 8®: Prejudice™,2012,1
76561198019293015,Tribes: Ascend,2012,1
76561198019297801,Garry's Mod,2014,1
76561198019443690,Unturned,2016,1
76561198019448208,Killing Floor 2,2016,1
76561198019503392,Rust,2014,1
76561198019548281,Unturned,2014,1
76561198019568583,METAL GEAR SOLID V: THE PHANTOM PAIN,2016,1
76561198019583170,Supreme Commander 2,2011,1
76561198019617935,Counter-Strike: Global Offensive,2015,1
76561198019644374,Garry's Mod,2011,1
76561198019644374,Portal 2,2011,1
76561198019653657,Mass Effect,2014,1
76561198019660305,Team Fortress 2,2014,1
76561198019662979,Team Fortress 2,2014,1
76561198019835047,Grim Dawn,2016,1
76561198019905604,No Man's Sky,2016,1
76561198019923966,PAYDAY™ The Heist,2014,1
76561198019923966,Tom Clancy's Rainbow Six® Siege,2016,1
76561198019938571,Middle-earth™: Shadow of Mordor™,2014,1
76561198019975893,Firewatch,2016,1
76561198020061745,Stranded Deep,2015,1
76561198020181605,Damned,2014,1
76561198020223470,Batman™: Arkham Origins,2014,1
76561198020235815,BioShock Infinite,2013,1
76561198020246111,Batman™: Arkham Origins,2014,1
76561198020281564,Xenonauts,2014,1
76561198020285970,Homefront®: The Revolution,2016,1
76561198020290098,METAL GEAR SOLID V: THE PHANTOM PAIN,2015,1
76561198020290098,Shadow Warrior,2014,1
76561198020290098,THE KING OF FIGHTERS XIII STEAM EDITION,2014,1
76561198020829624,theHunter Classic,2015,1
76561198020928326,Half-Life,2014,2
76561198020933633,DARK SOULS™: Prepare To Die™ Edition,2013,1
76561198020933633,NBA 2K16,2016,1
76561198020937602,Risk of Rain,2014,1
76561198020937602,Watch_Dogs™,2014,1
76561198020940001,DARK SOULS™: Prepare To Die™ Edition,2014,1
76561198020940001,My Butler,2016,1
76561198020940001,Stardew Valley,2016,1
76561198020978624,Team Fortress 2,2014,1
76561198021048954,True or False,2016,1
76561198021061215,Halo: Spartan Assault,2014,1
76561198021111894,Epic Battle Fantasy 4,2016,1
76561198021142819,Team Fortress 2,2013,1
76561198021142819,To the Moon,2014,1
76561198021147247,Mad Max,2016,1
76561198021244661,Terraria,2014,1
76561198021318238,Rocket League®,2015,1
76561198021364449,Wolfenstein: The New Order,2016,1
76561198021437758,Counter-Strike: Global Offensive,2014,1
76561198021437758,DayZ,2013,1
76561198021437758,Rust,2013,1
76561198021482710,Counter-Strike: Global Offensive,2015,1
76561198021586407,Saints Row IV,2014,1
76561198021586407,Unturned,2014,1
76561198021586407,Vindictus,2015,1
76561198021613981,Portal 2,2012,1
76561198021613981,Super MNC,2012,1
76561198021613981,Team Fortress 2,2012,1
76561198021700114,Counter-Strike: Source,2013,1
76561198021710409,Angels Fall First,2016,1
76561198021710409,ArcheAge,2014,1
76561198021710409,Empyrion - Galactic Survival,2016,1
76561198021710409,Guns of Icarus Online,2014,1
76561198021710409,Mad Max,2015,1
76561198021710409,No Man's Sky,2016,1
76561198021745490,Wargame: Red Dragon,2015,1
76561198021814659,Gnomoria,2013,1
76561198021849809,Mount &amp; Blade: Warband,2011,1
76561198021851822,Fallout 3: Game of the Year Edition,2014,1
76561198021851822,Influent,2014,1
76561198021851822,Long Live The Queen,2014,1
76561198021928011,Freestyle 2: Street Basketball,2015,1
76561198022004951,Team Fortress 2,2012,1
76561198022007815,Fallout 3,2015,1
76561198022053608,Counter-Strike: Global Offensive,2013,1
76561198022115367,Counter-Strike: Global Offensive,2016,1
76561198022149086,Airships: Conquer the Skies,2016,1
76561198022149086,Besiege,2015,1
76561198022149086,From the Depths,2015,1
76561198022149086,Mount &amp; Blade: Warband,2014,1
76561198022149086,Rise of Nations: Extended Edition,2014,1
76561198022149086,Rome: Total War™ - Collection,2015,1
76561198022149086,Space Empires V,2015,1
76561198022269929,Sanctum 2,2014,1
76561198022273451,Plague Inc: Evolved,2014,1
76561198022306224,Team Fortress 2,2013,1
76561198022316167,Half Minute Hero: The Second Coming,2015,1
76561198022316167,Rogue Legacy,2014,1
76561198022316719,Counter-Strike: Global Offensive,2014,1
76561198022404680,Burnout Paradise: The Ultimate Box,2014,2
76561198022404680,Shadow Warrior,2013,2
76561198022423117,Left 4 Dead,2012,1
76561198022424939,Age of Empires II HD,2014,1
76561198022460178,Sid Meier's Civilization® V,2014,1
76561198022505404,Europa Universalis IV,2016,1
76561198022552926,Portal 2,2013,1
76561198022557250,Saints Row 2,2014,1
76561198022577753,Mount &amp; Blade: Warband - Viking Conquest Reforged Edition,2014,1
76561198022611161,Counter-Strike: Global Offensive,2014,1
76561198022611161,Far Cry® 4,2014,1
76561198022611161,Total War: WARHAMMER,2016,1
76561198022619021,Awesomenauts - the 2D moba,2015,1
76561198022693314,Heroes &amp; Generals,2016,1
76561198022701298,Alien: Isolation,2014,1
76561198022701298,Team Fortress 2,2011,1
76561198022736341,Counter-Strike: Global Offensive,2015,1
76561198022745261,Team Fortress 2,2014,1
76561198022808464,ArcheAge,2015,1
76561198022820830,Yet Another Zombie Defense,2014,1
76561198022826604,Team Fortress 2,2016,1
76561198022862450,Counter-Strike: Global Offensive,2016,1
76561198022915154,DubWars,2014,1
76561198022931413,Counter-Strike: Global Offensive,2014,1
76561198022975113,Life is Strange - Episode 1,2015,1
76561198022975113,Mount &amp; Blade: Warband,2012,1
76561198022975113,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2012,1
76561198022975113,Unturned,2016,1
76561198023009163,Blacklight: Retribution,2015,1
76561198023059703,Saints Row IV,2015,1
76561198023133231,Portal 2,2016,1
76561198023147569,Fallout 4,2016,1
76561198023147569,S.T.A.L.K.E.R.: Call of Pripyat,2014,1
76561198023152575,Skullgirls,2014,1
76561198023152575,Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™,2014,1
76561198023226082,No Man's Sky,2016,1
76561198023226082,SNOW,2016,1
76561198023374983,Alien Swarm,2014,1
76561198023374983,Dust: An Elysian Tail,2014,1
76561198023374983,Farm for your Life,2014,1
76561198023374983,Poker Night at the Inventory,2014,1
76561198023374983,Team Fortress 2,2014,1
76561198023381153,Broforce,2016,1
76561198023454712,BattleBlock Theater®,2016,1
76561198023475537,Arma 2: Operation Arrowhead,2016,1
76561198023475537,Garry's Mod,2016,1
76561198023475537,Trove,2015,1
76561198023478539,Medieval II: Total War™ Kingdoms,2014,1
76561198023478539,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,2016,1
76561198023478539,SUPERHOT,2016,1
76561198023478539,"Warhammer® 40,000: Dawn of War® - Dark Crusade",2015,1
76561198023519729,Amnesia: A Machine for Pigs,2015,1
76561198023524407,BioShock Infinite,2013,1
76561198023563213,Insurgency,2014,1
76561198023634778,Counter-Strike: Global Offensive,2014,1
76561198023634778,Team Fortress 2,2010,1
76561198023647463,Rust,2014,1
76561198023738675,Sid Meier's Civilization® V,2014,1
76561198023784903,Aura Kingdom,2014,1
76561198023788999,PlanetSide 2,2015,1
76561198023903233,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015,1
76561198023905821,Poker Night 2,2013,1
76561198023971448,Call of Duty®: Black Ops II,2016,1
76561198023971448,Saints Row 2,2015,1
76561198024064617,Toribash,2015,1
76561198024071345,Burnout Paradise: The Ultimate Box,2014,1
76561198024300582,Banished,2014,1
76561198024305714,Outlast,2014,1
76561198024307868,Garry's Mod,2014,1
76561198024307868,Plague Inc: Evolved,2014,1
76561198024307868,Team Fortress 2,2013,1
76561198024310116,Batman: Arkham Asylum Game of the Year Edition,2015,1
76561198024310116,Batman: Arkham City - Game of the Year Edition,2015,1
76561198024310116,BioShock Infinite,2014,1
76561198024310116,Call of Duty®: Advanced Warfare - Gold Edition,2015,1
76561198024310116,Dirty Bomb®,2015,1
76561198024310116,Rocket League®,2015,1
76561198024315879,Warframe,2014,1
76561198024316193,0RBITALIS,2014,1
76561198024507582,Hearts of Iron IV,2016,1
76561198024527983,Primal Carnage,2012,1
76561198024527983,Reign Of Kings,2015,1
76561198024531364,No Man's Sky,2016,1
76561198024531364,The Four Kings Casino and Slots,2015,1
76561198024555488,BIT.TRIP RUNNER,2011,1
76561198024555488,Just Cause 2,2012,1
76561198024555488,NyxQuest: Kindred Spirits,2011,1
76561198024555488,Portal 2,2011,1
76561198024555488,Shelter,2014,1
76561198024555488,Tiny and Big: Grandpa's Leftovers,2013,1
76561198024555488,Wolfenstein: The New Order,2014,1
76561198024559632,Counter-Strike: Global Offensive,2014,1
76561198024559706,Castle Crashers®,2014,1
76561198024559706,Divinity: Original Sin - Enhanced Edition,2015,1
76561198024559706,XCOM 2: Alien Hunters,2016,1
76561198024559706,XCOM 2: Anarchy's Children,2016,1
76561198024559706,XCOM® 2,2016,1
76561198024671805,Mount &amp; Blade: Warband,2015,1
76561198024671805,Realm of the Mad God,2014,1
76561198024671805,The Elder Scrolls® Online: Tamriel Unlimited™,2015,1
76561198024697324,Insurgency,2014,1
76561198024701418,MapleStory,2013,1
76561198024728550,Galactic Civilizations III,2015,1
76561198024728550,Mount &amp; Blade: Warband,2012,1
76561198024728550,Star Trek Online,2013,1
76561198024744929,Crysis,2014,1
76561198024781529,Arma 3,2016,1
76561198024781529,DayZ,2014,1
76561198024826675,Natural Selection 2,2013,1
76561198024826675,Transistor,2014,1
76561198024889385,Euro Truck Simulator 2,2014,1
76561198024890098,Warframe,2013,1
76561198024894178,Might &amp; Magic X - Legacy,2014,1
76561198024894178,Shadowrun Returns,2013,1
76561198024927320,Loadout,2014,1
76561198024983639,Insurgency,2014,1
76561198024997743,Spec Ops: The Line,2013,1
76561198025055099,DARK SOULS™ III,2016,1
76561198025055099,Terraria,2014,1
